Position,Players,Matches Played,Innings,Overs,Runs,Wickets,Hat-trick,Average,Economy,Strike Rate,4 Wickets,5 Wickets
1,Deepti Sharma,1,1,4,19,4,1,4.75,4.75,6.00,1,0
